csvid,text,label,cleaned_text,text_length,cleaned_word_count,tokens,filtered_text,stopwords_removed,filtered_word_count,tokens_str
775,I'm afraid to try new things because I might fail,Anxiety,im afraid to try new things because i might fail,48,10,"['im', 'afraid', 'try', 'new', 'things', 'might', 'fail']",im afraid try new things might fail,3,7,im afraid try new things might fail
776,I feel secure in who I am as a person,Normal,i feel secure in who i am as a person,37,10,"['feel', 'secure', 'person']",feel secure person,7,3,feel secure person
777,I have an exaggerated sense of self-confidence when I'm manic,Bipolar,i have an exaggerated sense of selfconfidence when im manic,59,10,"['exaggerated', 'sense', 'selfconfidence', 'im', 'manic']",exaggerated sense selfconfidence im manic,5,5,exaggerated sense selfconfidence im manic
778,I often lose my place in conversations because I get distracted,ADHD,i often lose my place in conversations because i get distracted,63,11,"['often', 'lose', 'place', 'conversations', 'get', 'distracted']",often lose place conversations get distracted,5,6,often lose place conversations get distracted
779,I feel emotionally and physically on edge all the time,PTSD,i feel emotionally and physically on edge all the time,54,10,"['feel', 'emotionally', 'physically', 'edge', 'time']",feel emotionally physically edge time,5,5,feel emotionally physically edge time
780,I'm preoccupied with keeping my possessions in a specific order,OCD,im preoccupied with keeping my possessions in a specific order,62,10,"['im', 'preoccupied', 'keeping', 'possessions', 'specific', 'order']",im preoccupied keeping possessions specific order,4,6,im preoccupied keeping possessions specific order
781,I'm having trouble concentrating on work because of my low mood,Depression,im having trouble concentrating on work because of my low mood,62,11,"['im', 'trouble', 'concentrating', 'work', 'low', 'mood']",im trouble concentrating work low mood,5,6,im trouble concentrating work low mood
782,I feel like I'm going to lose my mind from all the stress,Anxiety,i feel like im going to lose my mind from all the stress,56,13,"['feel', 'like', 'im', 'going', 'lose', 'mind', 'stress']",feel like im going lose mind stress,6,7,feel like im going lose mind stress
783,I'm enjoying a period of calm and stability,Normal,im enjoying a period of calm and stability,42,8,"['im', 'enjoying', 'period', 'calm', 'stability']",im enjoying period calm stability,3,5,im enjoying period calm stability
784,My thinking can become grandiose and delusional when I'm manic,Bipolar,my thinking can become grandiose and delusional when im manic,61,10,"['thinking', 'become', 'grandiose', 'delusional', 'im', 'manic']",thinking become grandiose delusional im manic,4,6,thinking become grandiose delusional im manic
785,I'm not a good listener because my mind is always somewhere else,ADHD,im not a good listener because my mind is always somewhere else,63,12,"['im', 'good', 'listener', 'mind', 'always', 'somewhere', 'else']",im good listener mind always somewhere else,5,7,im good listener mind always somewhere else
786,"I'm constantly scanning for threats, even in my own home",PTSD,im constantly scanning for threats even in my own home,54,10,"['im', 'constantly', 'scanning', 'threats', 'even', 'home']",im constantly scanning threats even home,4,6,im constantly scanning threats even home
787,I feel the need to confess to minor wrongdoings constantly,OCD,i feel the need to confess to minor wrongdoings constantly,58,10,"['feel', 'need', 'confess', 'minor', 'wrongdoings', 'constantly']",feel need confess minor wrongdoings constantly,4,6,feel need confess minor wrongdoings constantly
788,I've lost interest in sex and physical intimacy,Depression,ive lost interest in sex and physical intimacy,46,8,"['ive', 'lost', 'interest', 'sex', 'physical', 'intimacy']",ive lost interest sex physical intimacy,2,6,ive lost interest sex physical intimacy
789,I have a fear of heights that makes it hard to be in tall buildings,Anxiety,i have a fear of heights that makes it hard to be in tall buildings,67,15,"['fear', 'heights', 'makes', 'hard', 'tall', 'buildings']",fear heights makes hard tall buildings,9,6,fear heights makes hard tall buildings
790,I feel like I'm living a meaningful and fulfilling life,Normal,i feel like im living a meaningful and fulfilling life,54,10,"['feel', 'like', 'im', 'living', 'meaningful', 'fulfilling', 'life']",feel like im living meaningful fulfilling life,3,7,feel like im living meaningful fulfilling life
791,My depression can get so bad that I experience psychosis,Bipolar,my depression can get so bad that i experience psychosis,56,10,"['depression', 'get', 'bad', 'experience', 'psychosis']",depression get bad experience psychosis,5,5,depression get bad experience psychosis
792,I have a hard time with tasks that have multiple steps,ADHD,i have a hard time with tasks that have multiple steps,54,11,"['hard', 'time', 'tasks', 'multiple', 'steps']",hard time tasks multiple steps,6,5,hard time tasks multiple steps
793,"I feel like the trauma was my fault, even though I know it wasn't",PTSD,i feel like the trauma was my fault even though i know it wasnt,63,14,"['feel', 'like', 'trauma', 'fault', 'even', 'though', 'know', 'wasnt']",feel like trauma fault even though know wasnt,6,8,feel like trauma fault even though know wasnt
794,"I have to count things in my environment, like ceiling tiles or cars",OCD,i have to count things in my environment like ceiling tiles or cars,67,13,"['count', 'things', 'environment', 'like', 'ceiling', 'tiles', 'cars']",count things environment like ceiling tiles cars,6,7,count things environment like ceiling tiles cars
795,I have unexplained physical symptoms like headaches and body aches,Depression,i have unexplained physical symptoms like headaches and body aches,66,10,"['unexplained', 'physical', 'symptoms', 'like', 'headaches', 'body', 'aches']",unexplained physical symptoms like headaches body aches,3,7,unexplained physical symptoms like headaches body aches
796,"I get overwhelmed by sensory input, like loud noises and bright lights",Anxiety,i get overwhelmed by sensory input like loud noises and bright lights,69,12,"['get', 'overwhelmed', 'sensory', 'input', 'like', 'loud', 'noises', 'bright', 'lights']",get overwhelmed sensory input like loud noises bright lights,3,9,get overwhelmed sensory input like loud noises bright lights
797,I feel grateful for the simple pleasures of life,Normal,i feel grateful for the simple pleasures of life,48,9,"['feel', 'grateful', 'simple', 'pleasures', 'life']",feel grateful simple pleasures life,4,5,feel grateful simple pleasures life
798,My family has pointed out my erratic and impulsive behavior,Bipolar,my family has pointed out my erratic and impulsive behavior,59,10,"['family', 'pointed', 'erratic', 'impulsive', 'behavior']",family pointed erratic impulsive behavior,5,5,family pointed erratic impulsive behavior
799,I have poor working memory and forget instructions immediately,ADHD,i have poor working memory and forget instructions immediately,62,9,"['poor', 'working', 'memory', 'forget', 'instructions', 'immediately']",poor working memory forget instructions immediately,3,6,poor working memory forget instructions immediately
800,I feel like I can never be my old self again,PTSD,i feel like i can never be my old self again,44,11,"['feel', 'like', 'never', 'old', 'self']",feel like never old self,6,5,feel like never old self
801,I have a fear of being contaminated by thoughts as well as germs,OCD,i have a fear of being contaminated by thoughts as well as germs,64,13,"['fear', 'contaminated', 'thoughts', 'well', 'germs']",fear contaminated thoughts well germs,8,5,fear contaminated thoughts well germs
802,I feel like I'm wearing a lead vest all the time,Depression,i feel like im wearing a lead vest all the time,47,11,"['feel', 'like', 'im', 'wearing', 'lead', 'vest', 'time']",feel like im wearing lead vest time,4,7,feel like im wearing lead vest time
803,My mind is a whirlwind of worst-case scenarios,Anxiety,my mind is a whirlwind of worstcase scenarios,45,8,"['mind', 'whirlwind', 'worstcase', 'scenarios']",mind whirlwind worstcase scenarios,4,4,mind whirlwind worstcase scenarios
804,"I feel calm and collected, even in stressful situations",Normal,i feel calm and collected even in stressful situations,54,9,"['feel', 'calm', 'collected', 'even', 'stressful', 'situations']",feel calm collected even stressful situations,3,6,feel calm collected even stressful situations
805,I feel like I'm invincible and can't be harmed during my highs,Bipolar,i feel like im invincible and cant be harmed during my highs,60,12,"['feel', 'like', 'im', 'invincible', 'cant', 'harmed', 'highs']",feel like im invincible cant harmed highs,5,7,feel like im invincible cant harmed highs
806,I'm often called 'lazy' or 'unmotivated' but it's not true,ADHD,im often called lazy or unmotivated but its not true,52,10,"['im', 'often', 'called', 'lazy', 'unmotivated', 'true']",im often called lazy unmotivated true,4,6,im often called lazy unmotivated true
807,I feel like my future has been stolen from me,PTSD,i feel like my future has been stolen from me,45,10,"['feel', 'like', 'future', 'stolen']",feel like future stolen,6,4,feel like future stolen
808,"I have to repeat actions until they feel 'just right,' which can take hours",OCD,i have to repeat actions until they feel just right which can take hours,72,14,"['repeat', 'actions', 'feel', 'right', 'take', 'hours']",repeat actions feel right take hours,8,6,repeat actions feel right take hours
809,I feel like I'm on the outside looking in on my own life,Depression,i feel like im on the outside looking in on my own life,55,13,"['feel', 'like', 'im', 'outside', 'looking', 'life']",feel like im outside looking life,7,6,feel like im outside looking life
810,"I experience intense depersonalization, feeling detached from myself",Anxiety,i experience intense depersonalization feeling detached from myself,67,8,"['experience', 'intense', 'depersonalization', 'feeling', 'detached']",experience intense depersonalization feeling detached,3,5,experience intense depersonalization feeling detached
811,I'm feeling very content and satisfied with my relationships,Normal,im feeling very content and satisfied with my relationships,59,9,"['im', 'feeling', 'content', 'satisfied', 'relationships']",im feeling content satisfied relationships,4,5,im feeling content satisfied relationships
812,My depressive episodes leave me feeling suicidal and hopeless,Bipolar,my depressive episodes leave me feeling suicidal and hopeless,61,9,"['depressive', 'episodes', 'leave', 'feeling', 'suicidal', 'hopeless']",depressive episodes leave feeling suicidal hopeless,3,6,depressive episodes leave feeling suicidal hopeless
813,I can be very blunt and tactless without meaning to be,ADHD,i can be very blunt and tactless without meaning to be,54,11,"['blunt', 'tactless', 'without', 'meaning']",blunt tactless without meaning,7,4,blunt tactless without meaning
814,I feel like I aged 20 years on the day of the trauma,PTSD,i feel like i aged years on the day of the trauma,49,12,"['feel', 'like', 'aged', 'years', 'day', 'trauma']",feel like aged years day trauma,6,6,feel like aged years day trauma
815,I have a need for everything to be clean and sterile,OCD,i have a need for everything to be clean and sterile,52,11,"['need', 'everything', 'clean', 'sterile']",need everything clean sterile,7,4,need everything clean sterile
816,I have a constant feeling of being 'on edge' and irritable,Depression,i have a constant feeling of being on edge and irritable,56,11,"['constant', 'feeling', 'edge', 'irritable']",constant feeling edge irritable,7,4,constant feeling edge irritable
817,"I have an irrational fear of being trapped, like in an elevator",Anxiety,i have an irrational fear of being trapped like in an elevator,62,12,"['irrational', 'fear', 'trapped', 'like', 'elevator']",irrational fear trapped like elevator,7,5,irrational fear trapped like elevator
818,I feel like I'm making positive changes in my life,Normal,i feel like im making positive changes in my life,49,10,"['feel', 'like', 'im', 'making', 'positive', 'changes', 'life']",feel like im making positive changes life,3,7,feel like im making positive changes life
819,I'm either extremely productive or can't get out of bed for days,Bipolar,im either extremely productive or cant get out of bed for days,62,12,"['im', 'either', 'extremely', 'productive', 'cant', 'get', 'bed', 'days']",im either extremely productive cant get bed days,4,8,im either extremely productive cant get bed days
820,I have a low frustration tolerance and a quick temper,ADHD,i have a low frustration tolerance and a quick temper,53,10,"['low', 'frustration', 'tolerance', 'quick', 'temper']",low frustration tolerance quick temper,5,5,low frustration tolerance quick temper
821,I am hyper-aware of my surroundings to an exhausting degree,PTSD,i am hyperaware of my surroundings to an exhausting degree,58,10,"['hyperaware', 'surroundings', 'exhausting', 'degree']",hyperaware surroundings exhausting degree,6,4,hyperaware surroundings exhausting degree
822,I have to arrange my clothes by color and type,OCD,i have to arrange my clothes by color and type,46,10,"['arrange', 'clothes', 'color', 'type']",arrange clothes color type,6,4,arrange clothes color type
823,I'm having thoughts that I would be better off dead,Depression,im having thoughts that i would be better off dead,50,10,"['im', 'thoughts', 'would', 'better', 'dead']",im thoughts would better dead,5,5,im thoughts would better dead
824,I'm so worried about the future that I can't enjoy the present,Anxiety,im so worried about the future that i cant enjoy the present,60,12,"['im', 'worried', 'future', 'cant', 'enjoy', 'present']",im worried future cant enjoy present,6,6,im worried future cant enjoy present
825,I feel a sense of optimism that I haven't had in a long time,Normal,i feel a sense of optimism that i havent had in a long time,59,14,"['feel', 'sense', 'optimism', 'havent', 'long', 'time']",feel sense optimism havent long time,8,6,feel sense optimism havent long time
826,My judgment becomes severely impaired when I'm manic,Bipolar,my judgment becomes severely impaired when im manic,51,8,"['judgment', 'becomes', 'severely', 'impaired', 'im', 'manic']",judgment becomes severely impaired im manic,2,6,judgment becomes severely impaired im manic
827,I have a hard time following through on my commitments,ADHD,i have a hard time following through on my commitments,54,10,"['hard', 'time', 'following', 'commitments']",hard time following commitments,6,4,hard time following commitments
828,I feel like I'm living in a different reality from everyone else,PTSD,i feel like im living in a different reality from everyone else,63,12,"['feel', 'like', 'im', 'living', 'different', 'reality', 'everyone', 'else']",feel like im living different reality everyone else,4,8,feel like im living different reality everyone else
829,I have a fear of leaving my house alone,OCD,i have a fear of leaving my house alone,39,9,"['fear', 'leaving', 'house', 'alone']",fear leaving house alone,5,4,fear leaving house alone
830,I feel like I'm in a fog that I can't think my way out of,Depression,i feel like im in a fog that i cant think my way out of,55,15,"['feel', 'like', 'im', 'fog', 'cant', 'think', 'way']",feel like im fog cant think way,8,7,feel like im fog cant think way
831,I am terrified of what other people think of me,Anxiety,i am terrified of what other people think of me,47,10,"['terrified', 'people', 'think']",terrified people think,7,3,terrified people think
832,I feel like I have a good handle on my life right now,Normal,i feel like i have a good handle on my life right now,53,13,"['feel', 'like', 'good', 'handle', 'life', 'right']",feel like good handle life right,7,6,feel like good handle life right
833,I feel like I'm moving in fast-forward while everyone else is in slow-motion,Bipolar,i feel like im moving in fastforward while everyone else is in slowmotion,73,13,"['feel', 'like', 'im', 'moving', 'fastforward', 'everyone', 'else', 'slowmotion']",feel like im moving fastforward everyone else slowmotion,5,8,feel like im moving fastforward everyone else slowmotion
834,I often tune out during long meetings or lectures,ADHD,i often tune out during long meetings or lectures,49,9,"['often', 'tune', 'long', 'meetings', 'lectures']",often tune long meetings lectures,4,5,often tune long meetings lectures
835,I have a very strong startle response to unexpected noises,PTSD,i have a very strong startle response to unexpected noises,58,10,"['strong', 'startle', 'response', 'unexpected', 'noises']",strong startle response unexpected noises,5,5,strong startle response unexpected noises
836,I need to know the exact details of a plan or I get very anxious,OCD,i need to know the exact details of a plan or i get very anxious,64,15,"['need', 'know', 'exact', 'details', 'plan', 'get', 'anxious']",need know exact details plan get anxious,8,7,need know exact details plan get anxious
837,I feel like I'm a shell of my former self,Depression,i feel like im a shell of my former self,40,10,"['feel', 'like', 'im', 'shell', 'former', 'self']",feel like im shell former self,4,6,feel like im shell former self
838,I have a fear of losing control in front of other people,Anxiety,i have a fear of losing control in front of other people,56,12,"['fear', 'losing', 'control', 'front', 'people']",fear losing control front people,7,5,fear losing control front people
839,I am feeling very peaceful and it's a welcome change,Normal,i am feeling very peaceful and its a welcome change,51,10,"['feeling', 'peaceful', 'welcome', 'change']",feeling peaceful welcome change,6,4,feeling peaceful welcome change
840,I can go from being the most talkative person in the room to mute,Bipolar,i can go from being the most talkative person in the room to mute,65,14,"['go', 'talkative', 'person', 'room', 'mute']",go talkative person room mute,9,5,go talkative person room mute
841,I have a hard time with boredom and am always seeking excitement,ADHD,i have a hard time with boredom and am always seeking excitement,64,12,"['hard', 'time', 'boredom', 'always', 'seeking', 'excitement']",hard time boredom always seeking excitement,6,6,hard time boredom always seeking excitement
842,I'm having trouble sleeping because of intrusive thoughts about the trauma,PTSD,im having trouble sleeping because of intrusive thoughts about the trauma,73,11,"['im', 'trouble', 'sleeping', 'intrusive', 'thoughts', 'trauma']",im trouble sleeping intrusive thoughts trauma,5,6,im trouble sleeping intrusive thoughts trauma
843,I have a fear of using public restrooms,OCD,i have a fear of using public restrooms,39,8,"['fear', 'using', 'public', 'restrooms']",fear using public restrooms,4,4,fear using public restrooms
844,I feel like I'm running on empty all the time,Depression,i feel like im running on empty all the time,44,10,"['feel', 'like', 'im', 'running', 'empty', 'time']",feel like im running empty time,4,6,feel like im running empty time
845,"I'm having chest pains and I'm scared it's a heart attack, but it's just anxiety",Anxiety,im having chest pains and im scared its a heart attack but its just anxiety,75,15,"['im', 'chest', 'pains', 'im', 'scared', 'heart', 'attack', 'anxiety']",im chest pains im scared heart attack anxiety,7,8,im chest pains im scared heart attack anxiety
846,I feel confident and self-assured in my decisions,Normal,i feel confident and selfassured in my decisions,48,8,"['feel', 'confident', 'selfassured', 'decisions']",feel confident selfassured decisions,4,4,feel confident selfassured decisions
847,I can feel a manic episode coming on like an approaching storm,Bipolar,i can feel a manic episode coming on like an approaching storm,62,12,"['feel', 'manic', 'episode', 'coming', 'like', 'approaching', 'storm']",feel manic episode coming like approaching storm,5,7,feel manic episode coming like approaching storm
848,"I have a tendency to hyper-focus on things I find interesting, to the exclusion of all else",ADHD,i have a tendency to hyperfocus on things i find interesting to the exclusion of all else,89,17,"['tendency', 'hyperfocus', 'things', 'find', 'interesting', 'exclusion', 'else']",tendency hyperfocus things find interesting exclusion else,10,7,tendency hyperfocus things find interesting exclusion else
849,I feel like I'm fundamentally flawed because of what happened to me,PTSD,i feel like im fundamentally flawed because of what happened to me,66,12,"['feel', 'like', 'im', 'fundamentally', 'flawed', 'happened']",feel like im fundamentally flawed happened,6,6,feel like im fundamentally flawed happened
850,I have to wash my hands a certain number of times before I can eat,OCD,i have to wash my hands a certain number of times before i can eat,66,15,"['wash', 'hands', 'certain', 'number', 'times', 'eat']",wash hands certain number times eat,9,6,wash hands certain number times eat
851,I have a hard time feeling any positive emotions at all,Depression,i have a hard time feeling any positive emotions at all,55,11,"['hard', 'time', 'feeling', 'positive', 'emotions']",hard time feeling positive emotions,6,5,hard time feeling positive emotions
852,I feel like my brain has been hijacked by my worries,Anxiety,i feel like my brain has been hijacked by my worries,52,11,"['feel', 'like', 'brain', 'hijacked', 'worries']",feel like brain hijacked worries,6,5,feel like brain hijacked worries
853,I feel like I am in a really good headspace today,Normal,i feel like i am in a really good headspace today,49,11,"['feel', 'like', 'really', 'good', 'headspace', 'today']",feel like really good headspace today,5,6,feel like really good headspace today
854,The depressive crash after a manic high is devastating,Bipolar,the depressive crash after a manic high is devastating,54,9,"['depressive', 'crash', 'manic', 'high', 'devastating']",depressive crash manic high devastating,4,5,depressive crash manic high devastating
855,"I struggle with time blindness, often underestimating how long things take",ADHD,i struggle with time blindness often underestimating how long things take,73,11,"['struggle', 'time', 'blindness', 'often', 'underestimating', 'long', 'things', 'take']",struggle time blindness often underestimating long things take,3,8,struggle time blindness often underestimating long things take
856,I'm having flashbacks that are so vivid they feel real,PTSD,im having flashbacks that are so vivid they feel real,53,10,"['im', 'flashbacks', 'vivid', 'feel', 'real']",im flashbacks vivid feel real,5,5,im flashbacks vivid feel real
857,"I'm afraid that my house will burn down, so I check the smoke detectors daily",OCD,im afraid that my house will burn down so i check the smoke detectors daily,75,15,"['im', 'afraid', 'house', 'burn', 'check', 'smoke', 'detectors', 'daily']",im afraid house burn check smoke detectors daily,7,8,im afraid house burn check smoke detectors daily
858,I feel like I'm just going through the motions of living,Depression,i feel like im just going through the motions of living,55,11,"['feel', 'like', 'im', 'going', 'motions', 'living']",feel like im going motions living,5,6,feel like im going motions living
859,I'm having trouble making decisions because I'm scared of making the wrong one,Anxiety,im having trouble making decisions because im scared of making the wrong one,76,13,"['im', 'trouble', 'making', 'decisions', 'im', 'scared', 'making', 'wrong', 'one']",im trouble making decisions im scared making wrong one,4,9,im trouble making decisions im scared making wrong one
860,I feel a sense of pride in the work I've done,Normal,i feel a sense of pride in the work ive done,44,11,"['feel', 'sense', 'pride', 'work', 'ive', 'done']",feel sense pride work ive done,5,6,feel sense pride work ive done
861,My thoughts are so rapid and disorganized that I can't articulate them,Bipolar,my thoughts are so rapid and disorganized that i cant articulate them,69,12,"['thoughts', 'rapid', 'disorganized', 'cant', 'articulate']",thoughts rapid disorganized cant articulate,7,5,thoughts rapid disorganized cant articulate
862,I have a hard time with unstructured time and get bored easily,ADHD,i have a hard time with unstructured time and get bored easily,62,12,"['hard', 'time', 'unstructured', 'time', 'get', 'bored', 'easily']",hard time unstructured time get bored easily,5,7,hard time unstructured time get bored easily
863,I feel like I can't connect with people who haven't been through what I have,PTSD,i feel like i cant connect with people who havent been through what i have,74,15,"['feel', 'like', 'cant', 'connect', 'people', 'havent']",feel like cant connect people havent,9,6,feel like cant connect people havent
864,I have to have all my things perfectly organized or I can't concentrate,OCD,i have to have all my things perfectly organized or i cant concentrate,70,13,"['things', 'perfectly', 'organized', 'cant', 'concentrate']",things perfectly organized cant concentrate,8,5,things perfectly organized cant concentrate
865,"I feel like I'm at the bottom of a deep, dark pit",Depression,i feel like im at the bottom of a deep dark pit,47,12,"['feel', 'like', 'im', 'bottom', 'deep', 'dark', 'pit']",feel like im bottom deep dark pit,5,7,feel like im bottom deep dark pit
866,I'm having difficulty sleeping because I can't turn off my anxious thoughts,Anxiety,im having difficulty sleeping because i cant turn off my anxious thoughts,73,12,"['im', 'difficulty', 'sleeping', 'cant', 'turn', 'anxious', 'thoughts']",im difficulty sleeping cant turn anxious thoughts,5,7,im difficulty sleeping cant turn anxious thoughts
867,I feel like I'm on an even keel emotionally,Normal,i feel like im on an even keel emotionally,42,9,"['feel', 'like', 'im', 'even', 'keel', 'emotionally']",feel like im even keel emotionally,3,6,feel like im even keel emotionally
868,"My confidence soars during a hypomanic phase, and I feel unstoppable",Bipolar,my confidence soars during a hypomanic phase and i feel unstoppable,67,11,"['confidence', 'soars', 'hypomanic', 'phase', 'feel', 'unstoppable']",confidence soars hypomanic phase feel unstoppable,5,6,confidence soars hypomanic phase feel unstoppable
869,I often interrupt others because I'm afraid I'll forget what I want to say,ADHD,i often interrupt others because im afraid ill forget what i want to say,72,14,"['often', 'interrupt', 'others', 'im', 'afraid', 'ill', 'forget', 'want', 'say']",often interrupt others im afraid ill forget want say,5,9,often interrupt others im afraid ill forget want say
870,I am constantly tense and preparing for the worst,PTSD,i am constantly tense and preparing for the worst,49,9,"['constantly', 'tense', 'preparing', 'worst']",constantly tense preparing worst,5,4,constantly tense preparing worst
871,I have a routine that I must follow exactly every day or I feel intense anxiety,OCD,i have a routine that i must follow exactly every day or i feel intense anxiety,79,16,"['routine', 'must', 'follow', 'exactly', 'every', 'day', 'feel', 'intense', 'anxiety']",routine must follow exactly every day feel intense anxiety,7,9,routine must follow exactly every day feel intense anxiety
872,I feel like I'm living in a black and white movie,Depression,i feel like im living in a black and white movie,48,11,"['feel', 'like', 'im', 'living', 'black', 'white', 'movie']",feel like im living black white movie,4,7,feel like im living black white movie
873,I am so stressed that I am experiencing hair loss,Anxiety,i am so stressed that i am experiencing hair loss,49,10,"['stressed', 'experiencing', 'hair', 'loss']",stressed experiencing hair loss,6,4,stressed experiencing hair loss
874,I feel like my life is full of possibilities,Normal,i feel like my life is full of possibilities,44,9,"['feel', 'like', 'life', 'full', 'possibilities']",feel like life full possibilities,4,5,feel like life full possibilities
875,I can go from laughing hysterically to sobbing in a short period,Bipolar,i can go from laughing hysterically to sobbing in a short period,64,12,"['go', 'laughing', 'hysterically', 'sobbing', 'short', 'period']",go laughing hysterically sobbing short period,6,6,go laughing hysterically sobbing short period
876,I have a poor sense of direction and get lost easily,ADHD,i have a poor sense of direction and get lost easily,52,11,"['poor', 'sense', 'direction', 'get', 'lost', 'easily']",poor sense direction get lost easily,5,6,poor sense direction get lost easily
877,I feel like my trauma has made me a cynical and bitter person,PTSD,i feel like my trauma has made me a cynical and bitter person,61,13,"['feel', 'like', 'trauma', 'made', 'cynical', 'bitter', 'person']",feel like trauma made cynical bitter person,6,7,feel like trauma made cynical bitter person
878,I have to confess any 'bad' thought I have to my partner,OCD,i have to confess any bad thought i have to my partner,54,12,"['confess', 'bad', 'thought', 'partner']",confess bad thought partner,8,4,confess bad thought partner
879,I have no energy to do the things I used to love,Depression,i have no energy to do the things i used to love,48,12,"['energy', 'things', 'used', 'love']",energy things used love,8,4,energy things used love
880,I have a constant feeling that something bad is about to happen,Anxiety,i have a constant feeling that something bad is about to happen,63,12,"['constant', 'feeling', 'something', 'bad', 'happen']",constant feeling something bad happen,7,5,constant feeling something bad happen
881,I feel a sense of joy and wonder about the world today,Normal,i feel a sense of joy and wonder about the world today,54,12,"['feel', 'sense', 'joy', 'wonder', 'world', 'today']",feel sense joy wonder world today,6,6,feel sense joy wonder world today
882,My mind is full of grandiose ideas that I can't possibly execute,Bipolar,my mind is full of grandiose ideas that i cant possibly execute,63,12,"['mind', 'full', 'grandiose', 'ideas', 'cant', 'possibly', 'execute']",mind full grandiose ideas cant possibly execute,5,7,mind full grandiose ideas cant possibly execute
883,I have a hard time completing tasks that I find boring,ADHD,i have a hard time completing tasks that i find boring,54,11,"['hard', 'time', 'completing', 'tasks', 'find', 'boring']",hard time completing tasks find boring,5,6,hard time completing tasks find boring
884,I feel like I'm living in the past and can't move forward,PTSD,i feel like im living in the past and cant move forward,55,12,"['feel', 'like', 'im', 'living', 'past', 'cant', 'move', 'forward']",feel like im living past cant move forward,4,8,feel like im living past cant move forward
885,"I'm afraid of getting sick, so I'm constantly washing my hands",OCD,im afraid of getting sick so im constantly washing my hands,59,11,"['im', 'afraid', 'getting', 'sick', 'im', 'constantly', 'washing', 'hands']",im afraid getting sick im constantly washing hands,3,8,im afraid getting sick im constantly washing hands
886,I feel like I'm a failure in my personal and professional life,Depression,i feel like im a failure in my personal and professional life,61,12,"['feel', 'like', 'im', 'failure', 'personal', 'professional', 'life']",feel like im failure personal professional life,5,7,feel like im failure personal professional life
887,I'm having trouble breathing and I feel like I'm suffocating,Anxiety,im having trouble breathing and i feel like im suffocating,58,10,"['im', 'trouble', 'breathing', 'feel', 'like', 'im', 'suffocating']",im trouble breathing feel like im suffocating,3,7,im trouble breathing feel like im suffocating
888,I feel like I'm in a good place mentally and emotionally,Normal,i feel like im in a good place mentally and emotionally,55,11,"['feel', 'like', 'im', 'good', 'place', 'mentally', 'emotionally']",feel like im good place mentally emotionally,4,7,feel like im good place mentally emotionally
889,My mood swings are exhausting for me and those around me,Bipolar,my mood swings are exhausting for me and those around me,56,11,"['mood', 'swings', 'exhausting', 'around']",mood swings exhausting around,7,4,mood swings exhausting around
890,I have a hard time with executive functions like planning and prioritizing,ADHD,i have a hard time with executive functions like planning and prioritizing,74,12,"['hard', 'time', 'executive', 'functions', 'like', 'planning', 'prioritizing']",hard time executive functions like planning prioritizing,5,7,hard time executive functions like planning prioritizing
891,I feel like I'm a different person than I was before the trauma,PTSD,i feel like im a different person than i was before the trauma,62,13,"['feel', 'like', 'im', 'different', 'person', 'trauma']",feel like im different person trauma,7,6,feel like im different person trauma
892,I have to check that my car is locked several times before I can walk away,OCD,i have to check that my car is locked several times before i can walk away,74,16,"['check', 'car', 'locked', 'several', 'times', 'walk', 'away']",check car locked several times walk away,9,7,check car locked several times walk away
893,I feel like I'm just taking up space in the world,Depression,i feel like im just taking up space in the world,48,11,"['feel', 'like', 'im', 'taking', 'space', 'world']",feel like im taking space world,5,6,feel like im taking space world
894,I'm having nightmares about being unable to escape a dangerous situation,Anxiety,im having nightmares about being unable to escape a dangerous situation,71,11,"['im', 'nightmares', 'unable', 'escape', 'dangerous', 'situation']",im nightmares unable escape dangerous situation,5,6,im nightmares unable escape dangerous situation
895,I feel a sense of empowerment and control over my life,Normal,i feel a sense of empowerment and control over my life,54,11,"['feel', 'sense', 'empowerment', 'control', 'life']",feel sense empowerment control life,6,5,feel sense empowerment control life
896,I can't seem to regulate my emotions; they're either on or off,Bipolar,i cant seem to regulate my emotions theyre either on or off,59,12,"['cant', 'seem', 'regulate', 'emotions', 'theyre', 'either']",cant seem regulate emotions theyre either,6,6,cant seem regulate emotions theyre either
897,I'm very forgetful and have to write everything down,ADHD,im very forgetful and have to write everything down,51,9,"['im', 'forgetful', 'write', 'everything']",im forgetful write everything,5,4,im forgetful write everything
898,"I feel like I'm constantly on guard, waiting for a threat",PTSD,i feel like im constantly on guard waiting for a threat,55,11,"['feel', 'like', 'im', 'constantly', 'guard', 'waiting', 'threat']",feel like im constantly guard waiting threat,4,7,feel like im constantly guard waiting threat
899,I have to have my things arranged in a certain way that makes sense only to me,OCD,i have to have my things arranged in a certain way that makes sense only to me,78,17,"['things', 'arranged', 'certain', 'way', 'makes', 'sense']",things arranged certain way makes sense,11,6,things arranged certain way makes sense
900,I feel like I'm watching my life from a distance,Depression,i feel like im watching my life from a distance,47,10,"['feel', 'like', 'im', 'watching', 'life', 'distance']",feel like im watching life distance,4,6,feel like im watching life distance
901,My heart feels like it's going to beat out of my chest,Anxiety,my heart feels like its going to beat out of my chest,53,12,"['heart', 'feels', 'like', 'going', 'beat', 'chest']",heart feels like going beat chest,6,6,heart feels like going beat chest
