csvid,text,label,text_length,cleaned_text,cleaned_word_count
877,I feel like my trauma has made me a cynical and bitter person,PTSD,61,i feel like my trauma has made me a cynical and bitter person,13
878,I have to confess any 'bad' thought I have to my partner,OCD,54,i have to confess any bad thought i have to my partner,12
879,I have no energy to do the things I used to love,Depression,48,i have no energy to do the things i used to love,12
880,I have a constant feeling that something bad is about to happen,Anxiety,63,i have a constant feeling that something bad is about to happen,12
881,I feel a sense of joy and wonder about the world today,Normal,54,i feel a sense of joy and wonder about the world today,12
882,My mind is full of grandiose ideas that I can't possibly execute,Bipolar,63,my mind is full of grandiose ideas that i cant possibly execute,12
883,I have a hard time completing tasks that I find boring,ADHD,54,i have a hard time completing tasks that i find boring,11
884,I feel like I'm living in the past and can't move forward,PTSD,55,i feel like im living in the past and cant move forward,12
885,"I'm afraid of getting sick, so I'm constantly washing my hands",OCD,59,im afraid of getting sick so im constantly washing my hands,11
886,I feel like I'm a failure in my personal and professional life,Depression,61,i feel like im a failure in my personal and professional life,12
887,I'm having trouble breathing and I feel like I'm suffocating,Anxiety,58,im having trouble breathing and i feel like im suffocating,10
888,I feel like I'm in a good place mentally and emotionally,Normal,55,i feel like im in a good place mentally and emotionally,11
889,My mood swings are exhausting for me and those around me,Bipolar,56,my mood swings are exhausting for me and those around me,11
890,I have a hard time with executive functions like planning and prioritizing,ADHD,74,i have a hard time with executive functions like planning and prioritizing,12
891,I feel like I'm a different person than I was before the trauma,PTSD,62,i feel like im a different person than i was before the trauma,13
892,I have to check that my car is locked several times before I can walk away,OCD,74,i have to check that my car is locked several times before i can walk away,16
893,I feel like I'm just taking up space in the world,Depression,48,i feel like im just taking up space in the world,11
894,I'm having nightmares about being unable to escape a dangerous situation,Anxiety,71,im having nightmares about being unable to escape a dangerous situation,11
895,I feel a sense of empowerment and control over my life,Normal,54,i feel a sense of empowerment and control over my life,11
896,I can't seem to regulate my emotions; they're either on or off,Bipolar,59,i cant seem to regulate my emotions theyre either on or off,12
897,I'm very forgetful and have to write everything down,ADHD,51,im very forgetful and have to write everything down,9
898,"I feel like I'm constantly on guard, waiting for a threat",PTSD,55,i feel like im constantly on guard waiting for a threat,11
899,I have to have my things arranged in a certain way that makes sense only to me,OCD,78,i have to have my things arranged in a certain way that makes sense only to me,17
900,I feel like I'm watching my life from a distance,Depression,47,i feel like im watching my life from a distance,10
901,My heart feels like it's going to beat out of my chest,Anxiety,53,my heart feels like its going to beat out of my chest,12
902,I feel like I have a good support system in my friends and family,Normal,65,i feel like i have a good support system in my friends and family,14
903,I feel like my brain is on fire with ideas and energy,Bipolar,53,i feel like my brain is on fire with ideas and energy,12
904,I have a hard time with tasks that require long-term planning,ADHD,60,i have a hard time with tasks that require longterm planning,11
905,"I feel like I'm stuck in a loop, reliving the same bad memories",PTSD,61,i feel like im stuck in a loop reliving the same bad memories,13
906,I am preoccupied with thoughts of contamination and cleanliness,OCD,63,i am preoccupied with thoughts of contamination and cleanliness,9
907,I feel like there's no point in trying anymore because I'll just fail,Depression,67,i feel like theres no point in trying anymore because ill just fail,13
908,I'm so anxious that I can't eat or sleep properly,Anxiety,47,im so anxious that i cant eat or sleep properly,10
909,I feel a sense of deep contentment with my life right now,Normal,57,i feel a sense of deep contentment with my life right now,12
910,I experience intense and unstable relationships due to my mood swings,Bipolar,69,i experience intense and unstable relationships due to my mood swings,11
911,"I am easily distracted by external stimuli, making it hard to work",ADHD,65,i am easily distracted by external stimuli making it hard to work,12
912,I have a persistent feeling of being damaged or broken,PTSD,54,i have a persistent feeling of being damaged or broken,10
913,"I have a fear of losing important items, so I check for them constantly",OCD,70,i have a fear of losing important items so i check for them constantly,14
914,I feel like I'm in a constant state of grief for the life I thought I'd have,Depression,74,i feel like im in a constant state of grief for the life i thought id have,17
915,I have a fear of public speaking that has held me back in my career,Anxiety,67,i have a fear of public speaking that has held me back in my career,15
916,I feel a sense of renewal and am ready to start fresh,Normal,53,i feel a sense of renewal and am ready to start fresh,12
917,I feel like I'm on an emotional seesaw every single day,Bipolar,54,i feel like im on an emotional seesaw every single day,11
918,"I struggle with object permanence; if I don't see something, I forget it exists",ADHD,76,i struggle with object permanence if i dont see something i forget it exists,14
919,I am constantly looking for signs of danger in my environment,PTSD,61,i am constantly looking for signs of danger in my environment,11
920,I have to repeat certain words or phrases in my head to feel calm,OCD,65,i have to repeat certain words or phrases in my head to feel calm,14
921,I feel like I'm invisible to the people around me,Depression,48,i feel like im invisible to the people around me,10
922,"I'm having trouble concentrating because of my racing, anxious thoughts",Anxiety,69,im having trouble concentrating because of my racing anxious thoughts,10
923,I feel like my life is balanced and I'm managing my responsibilities well,Normal,72,i feel like my life is balanced and im managing my responsibilities well,13
924,My depressive episodes are characterized by extreme fatigue and apathy,Bipolar,70,my depressive episodes are characterized by extreme fatigue and apathy,10
925,I have a hard time with impulse control and often say things I regret,ADHD,69,i have a hard time with impulse control and often say things i regret,14
926,I feel like I can't trust my own mind anymore,PTSD,44,i feel like i cant trust my own mind anymore,10
927,I have a need to confess every perceived mistake to my loved ones,OCD,65,i have a need to confess every perceived mistake to my loved ones,13
928,I feel like I'm drowning in my own sadness,Depression,41,i feel like im drowning in my own sadness,9
929,I have a fear of being in crowds that makes me avoid public events,Anxiety,66,i have a fear of being in crowds that makes me avoid public events,14
930,I feel like I'm exactly where I need to be in my life,Normal,52,i feel like im exactly where i need to be in my life,13
931,"My energy levels are unpredictable, making it hard to plan my life",Bipolar,65,my energy levels are unpredictable making it hard to plan my life,12
932,I am often restless and have to be in constant motion,ADHD,53,i am often restless and have to be in constant motion,11
933,I feel like I'm living in a constant state of fear,PTSD,49,i feel like im living in a constant state of fear,11
934,I have to check that I haven't accidentally hurt someone when I'm driving,OCD,71,i have to check that i havent accidentally hurt someone when im driving,13
935,I feel like I'm a burden on everyone I know,Depression,42,i feel like im a burden on everyone i know,10
936,I'm having trouble with my memory because of my high anxiety levels,Anxiety,66,im having trouble with my memory because of my high anxiety levels,12
937,"I feel like I'm thriving, not just surviving",Normal,42,i feel like im thriving not just surviving,8
938,I have a hard time distinguishing between my manic self and my 'real' self,Bipolar,72,i have a hard time distinguishing between my manic self and my real self,14
939,I get overwhelmed by clutter and have trouble keeping my space tidy,ADHD,67,i get overwhelmed by clutter and have trouble keeping my space tidy,12
940,I feel like I'm disconnected from my own emotions,PTSD,48,i feel like im disconnected from my own emotions,9
941,I have to engage in rituals to prevent bad things from happening,OCD,64,i have to engage in rituals to prevent bad things from happening,12
942,I feel like I'm living life on autopilot,Depression,39,i feel like im living life on autopilot,8
943,I'm so worried about what might happen that I'm afraid to leave my house,Anxiety,70,im so worried about what might happen that im afraid to leave my house,14
944,I feel a sense of deep gratitude for the good things in my life,Normal,63,i feel a sense of deep gratitude for the good things in my life,14
945,I can go from feeling ecstatic to feeling suicidal in the same day,Bipolar,66,i can go from feeling ecstatic to feeling suicidal in the same day,13
946,I have a hard time finishing projects because I get bored with them,ADHD,67,i have a hard time finishing projects because i get bored with them,13
947,I feel like I'm always looking over my shoulder,PTSD,46,i feel like im always looking over my shoulder,9
948,I have to have my things arranged perfectly or I feel out of control,OCD,68,i have to have my things arranged perfectly or i feel out of control,14
949,I feel like my life lacks meaning and purpose,Depression,45,i feel like my life lacks meaning and purpose,9
950,I'm having a hard time relaxing because I'm always on alert,Anxiety,57,im having a hard time relaxing because im always on alert,11
951,I feel like I'm in a good mental state to handle challenges,Normal,58,i feel like im in a good mental state to handle challenges,12
952,My mind is a chaotic mess of half-formed ideas and racing thoughts,Bipolar,65,my mind is a chaotic mess of halfformed ideas and racing thoughts,12
953,I have a hard time managing my time effectively and am often late,ADHD,65,i have a hard time managing my time effectively and am often late,13
954,I feel like my trauma has made me a person I don't recognize,PTSD,59,i feel like my trauma has made me a person i dont recognize,13
955,I have to reread my emails multiple times to make sure there are no mistakes,OCD,76,i have to reread my emails multiple times to make sure there are no mistakes,15
956,I feel like I'm carrying the weight of the world on my shoulders,Depression,63,i feel like im carrying the weight of the world on my shoulders,13
957,I'm having trouble making decisions because I'm afraid of the consequences,Anxiety,72,im having trouble making decisions because im afraid of the consequences,11
958,I feel like I'm on the right track to achieving my goals,Normal,55,i feel like im on the right track to achieving my goals,12
959,My mood can switch from one extreme to the other without any warning,Bipolar,68,my mood can switch from one extreme to the other without any warning,13
960,I have a hard time with tasks that require sustained attention,ADHD,62,i have a hard time with tasks that require sustained attention,11
961,I feel like I'm constantly on the verge of tears,PTSD,47,i feel like im constantly on the verge of tears,10
962,I have a fear of germs and wash my hands obsessively,OCD,52,i have a fear of germs and wash my hands obsessively,11
963,I feel like I'm in a dark tunnel with no light at the end,Depression,56,i feel like im in a dark tunnel with no light at the end,14
964,I'm so worried about what others think that I have a hard time being authentic,Anxiety,77,im so worried about what others think that i have a hard time being authentic,15
965,I feel a sense of joy and fulfillment from my relationships,Normal,59,i feel a sense of joy and fulfillment from my relationships,11
966,My depressive lows are just as intense as my manic highs,Bipolar,56,my depressive lows are just as intense as my manic highs,11
967,I have a hard time with organization and often lose important things,ADHD,68,i have a hard time with organization and often lose important things,12
968,I feel like I'm living in a different world from everyone else,PTSD,61,i feel like im living in a different world from everyone else,12
969,I have to check and recheck that I've turned off all the lights before leaving,OCD,77,i have to check and recheck that ive turned off all the lights before leaving,15
970,I feel like I'm a bad person who deserves to be unhappy,Depression,54,i feel like im a bad person who deserves to be unhappy,12
971,I'm having trouble with my appetite because of my anxiety,Anxiety,56,im having trouble with my appetite because of my anxiety,10
972,I feel like I'm in a good place emotionally and spiritually,Normal,58,i feel like im in a good place emotionally and spiritually,11
973,My thoughts are so loud and intrusive that I can't focus on anything,Bipolar,67,my thoughts are so loud and intrusive that i cant focus on anything,13
974,I have a hard time with follow-through and often leave tasks unfinished,ADHD,70,i have a hard time with followthrough and often leave tasks unfinished,12
975,I feel like my past has a permanent hold on my present,PTSD,54,i feel like my past has a permanent hold on my present,12
976,I have a fear of contamination that makes it hard to eat in restaurants,OCD,71,i have a fear of contamination that makes it hard to eat in restaurants,14
977,I feel like I'm just a passenger in my own body,Depression,46,i feel like im just a passenger in my own body,11
978,"I'm having trouble with my sleep, either sleeping too much or not at all",Anxiety,70,im having trouble with my sleep either sleeping too much or not at all,14
979,I feel like I'm living a life that is true to myself,Normal,51,i feel like im living a life that is true to myself,12
980,My emotions are so extreme that they interfere with my daily functioning,Bipolar,72,my emotions are so extreme that they interfere with my daily functioning,12
981,I have a hard time with long-term projects and often give up,ADHD,59,i have a hard time with longterm projects and often give up,12
982,"I feel like I'm constantly on the defensive, waiting for an attack",PTSD,64,i feel like im constantly on the defensive waiting for an attack,12
983,I have to have my books sorted by author and publication date,OCD,61,i have to have my books sorted by author and publication date,12
984,I feel like I'm a burden to my friends and family,Depression,48,i feel like im a burden to my friends and family,11
985,I'm having trouble with my focus because my mind keeps wandering to my worries,Anxiety,77,im having trouble with my focus because my mind keeps wandering to my worries,14
986,I feel like I'm making a positive impact on the world,Normal,52,i feel like im making a positive impact on the world,11
987,"My mood is a pendulum, swinging from one extreme to the other",Bipolar,60,my mood is a pendulum swinging from one extreme to the other,12
988,I have a hard time with tasks that are not stimulating or interesting,ADHD,69,i have a hard time with tasks that are not stimulating or interesting,13
989,I feel like I'm forever changed by what I've been through,PTSD,55,i feel like im forever changed by what ive been through,11
990,I have to make sure everything in my room is in its proper place before I can sleep,OCD,83,i have to make sure everything in my room is in its proper place before i can sleep,18
991,I feel like I'm living in a haze and can't think clearly,Depression,54,i feel like im living in a haze and cant think clearly,12
992,I'm having trouble with my digestion because of my constant stress,Anxiety,65,im having trouble with my digestion because of my constant stress,11
993,I feel a sense of purpose that drives me forward,Normal,48,i feel a sense of purpose that drives me forward,10
994,"My energy is either boundless or non-existent, with no middle ground",Bipolar,66,my energy is either boundless or nonexistent with no middle ground,11
995,I have a hard time with change and prefer to stick to what I know,ADHD,65,i have a hard time with change and prefer to stick to what i know,15
996,I feel like I'm always looking for an escape from my own mind,PTSD,60,i feel like im always looking for an escape from my own mind,13
997,I have a fear of things being out of order or asymmetrical,OCD,58,i have a fear of things being out of order or asymmetrical,12
998,I feel like I'm at the end of my rope and have nothing left to give,Depression,66,i feel like im at the end of my rope and have nothing left to give,16
999,I'm having trouble relaxing because my body is tense with anxiety,Anxiety,64,im having trouble relaxing because my body is tense with anxiety,11
1000,I feel like I'm living an authentic and meaningful life,Normal,54,i feel like im living an authentic and meaningful life,10
